timestamp,open,high,low,close,volume,vwap
2020-01-02 00:00:00,299.028,300.291,298.099,300.272,64109741,300.272
2020-01-03 00:00:00,296.836,299.123,296.777,297.994,84157524,297.994
2020-01-06 00:00:00,296.203,299.211,296.09,299.123,60331695,299.123
2020-01-07 00:00:00,298.56,299.028,297.84,298.29,46366805,298.29
2020-01-08 00:00:00,298.482,301.105,298.234,299.871,74042398,299.871
2020-01-09 00:00:00,301.468,301.967,300.865,301.899,52549927,301.899
2020-01-10 00:00:00,302.502,302.655,300.578,301.039,57405493,301.039
2020-01-13 00:00:00,301.661,303.123,301.238,303.113,51135177,303.113
2020-01-14 00:00:00,302.665,303.727,302.081,302.645,68202278,302.645
2020-01-15 00:00:00,302.559,304.092,302.473,303.344,77961705,303.344
2020-01-16 00:00:00,304.734,305.852,304.492,305.852,58479805,305.852
2020-01-21 00:00:00,305.833,307.01,305.755,306.207,84113483,306.207
2020-01-22 00:00:00,307.067,307.737,306.082,306.243,52923524,306.243
2020-01-23 00:00:00,305.593,307,304.452,306.609,56221411,306.609
2020-01-24 00:00:00,307.258,307.346,302.569,303.851,94755580,303.851
2020-01-27 00:00:00,298.57,300.502,298.225,298.988,90951463,298.988
2020-01-28 00:00:00,300.444,303.031,299.096,302.119,69065207,302.119
2020-01-29 00:00:00,303.517,303.737,301.671,301.87,58469593,301.87
2020-01-30 00:00:00,299.783,303.085,299.028,302.865,81678472,302.865
2020-01-31 00:00:00,302.225,302.388,296.435,297.351,123175332,297.351
2020-02-03 00:00:00,298.855,301.468,298.75,299.553,74916767,299.553
2020-02-04 00:00:00,303.23,305.021,302.904,304.128,67701123,304.128
2020-02-05 00:00:00,307.096,307.852,305.631,307.653,71355907,307.653
2020-02-06 00:00:00,308.618,308.877,307.604,308.685,54486714,308.685
2020-02-07 00:00:00,307.623,308.704,306.493,307.03,69395734,307.03
2020-02-10 00:00:00,306.139,309.412,306.101,309.347,45517685,309.347
2020-02-11 00:00:00,310.683,311.498,309.347,309.863,59360735,309.863
2020-02-12 00:00:00,311.326,312.093,310.943,311.872,47597902,311.872
2020-02-13 00:00:00,310.406,312.505,310.131,311.537,58968407,311.537
2020-02-14 00:00:00,311.957,312.159,310.722,312.045,69874786,312.045
2020-02-18 00:00:00,311.02,312.102,309.813,311.231,62041801,311.231
2020-02-19 00:00:00,312.217,313.393,311.93,312.697,52815104,312.697
2020-02-20 00:00:00,312.168,312.974,308.408,311.432,80241122,311.432
2020-02-21 00:00:00,310.053,310.361,307.394,308.206,123113261,308.206
2020-02-24 00:00:00,298.673,308.295,296.914,298.003,174289760,298.003
2020-02-25 00:00:00,299.393,300.022,288.078,288.969,236853317,288.969
2020-02-26 00:00:00,290.385,294.013,287.17,287.906,210735723,287.906
2020-02-27 00:00:00,282.327,287.973,274.985,274.985,307656504,274.985
2020-02-28 00:00:00,266.832,275.319,263.912,273.828,417377757,273.828
2020-03-02 00:00:00,275.616,285.752,272.145,285.687,258265619,285.687
2020-03-03 00:00:00,286.059,290.078,275.014,277.494,324735843,277.494
2020-03-04 00:00:00,282.94,289.379,280.346,289.159,191087093,289.159
2020-03-05 00:00:00,281.877,285.104,277.283,279.56,201639752,279.56
2020-03-06 00:00:00,270.947,276.145,268.246,274.939,247406666,274.939
2020-03-09 00:00:00,254.454,262.658,252.754,253.442,334774403,253.442
2020-03-10 00:00:00,263.086,266.658,252.802,266.562,299098920,266.562
2020-03-11 00:00:00,259.431,260.6,250.359,253.565,277430152,253.565
2020-03-12 00:00:00,236.614,246.471,228.919,229.321,424363472,229.321
2020-03-13 00:00:00,243.17,250.896,229.685,248.923,356574364,248.923
2020-03-16 00:00:00,222.93,237.459,219.389,221.675,321599137,221.675
2020-03-17 00:00:00,226.469,236.769,219.11,233.657,283547404,233.657
2020-03-18 00:00:00,218.344,229.562,210.747,221.817,354444037,221.817
2020-03-19 00:00:00,221.12,228.64,214.641,222.297,313032262,222.297
2020-03-20 00:00:00,225.494,227.284,212.43,212.706,373406775,212.706
2020-03-23 00:00:00,212.151,213.531,202.925,207.27,350675278,207.27
2020-03-24 00:00:00,217.931,226.929,217.377,226.049,253299741,226.049
2020-03-25 00:00:00,227.657,238.318,222.91,229.446,322069575,229.446
2020-03-26 00:00:00,231.973,244.33,231.551,242.837,277111917,242.837
2020-03-27 00:00:00,235.457,242.462,233.399,235.601,241303207,235.601
2020-03-30 00:00:00,237.727,244.002,235.697,243.268,183887949,243.268
2020-03-31 00:00:00,242.232,244.8,238.206,239.64,209615626,239.64
2020-04-01 00:00:00,230.547,239.554,226.739,228.856,203886467,228.856
2020-04-02 00:00:00,227.963,234.931,227.398,234.128,191092978,234.128
