timestamp,open,high,low,close,volume
2024-10-16,224.89,227.17,224.39,226.74,27656695
2024-10-17,226.91,226.96,224.91,226.12,18003629
2024-10-18,226.66,227.0299,225.39,225.65,20047352
2024-10-21,225.63,225.69,221.53,222.1,24243818
2024-10-22,221.47,221.83,220.3,221.26,15813923
2024-10-23,220.03,220.8,217.37,219.24,23263488
2024-10-24,220.43,221.04,218.525,219.72,18381921
2024-10-25,221.31,221.97,218.52,218.89,23807849
2024-10-28,220.79,222.97,220.48,222.46,19877718
2024-10-29,220.74,221.9,219.97,221.74,20282204
2024-10-30,221.07,224.48,220.9,221.44,19754849
2024-10-31,221.22,221.77,217.63,217.76,24078432
2024-11-01,219.5,220.97,218.34,218.98,21222177
2024-11-04,218.5,221.74,217.8401,220.09,20463671
2024-11-05,219.34,224.29,219.06,224.23,26404596
2024-11-06,236.59,237.58,232.75,237.22,75554567
2024-11-07,236.89,238.49,235.4,236.38,34970273
2024-11-08,235.93,238.465,235.65,238.12,26597830
2024-11-11,240.52,242.3899,239.85,241.7,29207686
2024-11-12,239.96,241.79,236.56,237.46,35314348
2024-11-13,238.95,239.88,234.83298,235.11,25947674
2024-11-14,235.91,236.43,231.21,231.94,29272066
2024-11-15,232.22,232.29,227.81,228.48,37930047
2024-11-18,229.21,230.6,228.13,228.93,29398814
2024-11-19,226.59,230.82,226.4,230.63,26009367
2024-11-20,230.205,230.93,228.04,230.93,24222668
2024-11-21,232.16,235.57,231.11,234.44,28679385
2024-11-22,235.64,239.235,235.33,238.77,22693129
2024-11-25,241.49,244.98,241.39,242.4,33533998
2024-11-26,241.16,241.6068,239.429,240.62,22581359
2024-11-27,241.96,243.69,240.44,240.95,19472811
2024-11-29,242.37,243.475,241.54,241.87,16782715
2024-12-02,242.24,242.66,240.01,241.75,25274751
2024-12-03,241.54,242.14,239.37,240.03,21376746
2024-12-04,240.28,241.67,239.21,240.89,19903043
2024-12-05,240.485,240.86,237.735,238.08,20227006
2024-12-06,239.79,239.89,238.38,238.93,20760908
2024-12-09,240.55,241.38,237.65,237.73,16684336
2024-12-10,237.58,238.815,235.92,236.7,19946465
2024-12-11,238.71,239.285,236.83,237.77,23156933
2024-12-12,237.16,237.65,234.35,234.68,21454510
2024-12-13,234.37,234.86,231.88,233.07,23972916
2024-12-16,232.91,235.63,232.35,234.44,32293518
2024-12-17,232.67,233.44,230.55,231.07,33064333
2024-12-18,232.24,233.076,218.92,220.84,52267523
2024-12-19,223.25,224.43,219.3299,219.86,51871702
2024-12-20,218.6,224.655,218.07,221.92,53882241
2024-12-23,221.74,222.4,219.38,221.41,29606797
2024-12-24,222.02,223.63,220.48,223.39,13399595
2024-12-26,222.42,226.1407,221.465,225.68,20085707
2024-12-27,224.275,225.44,220.2,222.39,26956047
2024-12-30,220.67,221.81,217.85,220.68,25706127
2024-12-31,222.12,223.28,220.15,220.96,26208298
2025-01-02,222.93,224.37,219.596,221.14,29362959
2025-01-03,222.07,224.82,221.38,224.43,24525330
2025-01-06,225.76,227.17,224.14,224.52,23541877
2025-01-07,225.56,226.515,221.38,222.72,28835228
2025-01-08,220.9,222.31,219.0121,221.71,26795947
2025-01-10,218.31,218.71,215.31,216.83,37379430
2025-01-13,214.5,217.515,213.97,217.25,28603831
2025-01-14,219.18,220.225,217.22,219.72,25447518
2025-01-15,225.44,225.575,223,224.04,30124684
2025-01-16,224.15,225.23,222.71,224.49,21029804
2025-01-17,226.93,226.9692,224.67,225.46,26754914
2025-01-21,227.52,229.89,226.985,229.79,26086309
2025-01-22,229.37,229.85,227.83,228.29,21307329
2025-01-23,226.93,229.35,226.55,229.33,20850721
2025-01-24,228.82,230.23,228.04,228.69,19074526
2025-01-27,226.71,229.62,225.21,226.5,27461720
2025-01-28,226.74,227.56,225.18,226.75,16847369
2025-01-29,226.62,228.22,224.58,226.23,20280453
2025-01-30,228.52,230.05,226.92,228.53,25575054
2025-01-31,228.75,230.32,225.535,226.48,35348792
2025-02-03,221.51,225.55,220.67,223.83,34023345
2025-02-04,223.6,227.13,223.21,226.93,17985502
2025-02-05,228.06,229.5,226.8893,229.4,15197293
2025-02-06,230.51,230.7,227.3,228.65,18809380
2025-02-07,228.85,229.2499,225.58,226,28914429
2025-02-10,227.37,227.52,225.86,227.02,14574663
2025-02-11,225.05,226.42,224.805,225.7,18215717
2025-02-12,222.26,224.48,221.79,223.62,25572759
2025-02-13,225.04,226.34,223.75,226.14,21419398
2025-02-14,227.27,227.98,225.61,225.97,13574522
2025-02-18,226.15,227.6699,225.51,227.21,15166519
2025-02-19,225.41,227.15,225.08,226.43,16194794
2025-02-20,226.01,226.19,223.01,224.26,18507741
2025-02-21,226,226.3576,217.46,217.8,45036913
2025-02-24,218.79,218.79,215.15,216.24,30246231
2025-02-25,216.37,217.27,213.49,215.41,33665070
2025-02-26,216.06,218.41,214.84,215.68,25464168
2025-02-27,215.64,216.49,212.22,212.39,29378527
2025-02-28,211.64,214.66,210.955,214.65,32015381
2025-03-03,215.4,215.96,207.42,208.78,36330030
2025-03-04,205.93,209.77,203.19,206.42,56427050
2025-03-05,206.45,208.84,204.82,208.47,35778458
2025-03-06,205.78,208.12,203.9,205.28,39206266
2025-03-07,204.97,207.11,201.73,205.95,43513963
2025-03-10,203.44,204.74,198.75,200.77,39442839
2025-03-11,201.12,203.22,198.53,200.75,51509686
2025-03-12,203.05,203.75,199.55,201.1,36881730
2025-03-13,201.27,202.025,197,198.1,31336882
2025-03-14,200.27,203.07,199.34,202.89,34089406
2025-03-17,202.71,206.02,202.6,205.45,26947562
2025-03-18,203.85,203.92,202.345,203.21,22887966
2025-03-19,203.35,207.68,202.9,206.37,31595576
2025-03-20,204.32,207.3,204.195,205.06,25665925
2025-03-21,202.73,204.415,201.76,203.79,39470240
2025-03-24,206.96,209.23,206.69,208.86,25774694
2025-03-25,208.69,209.27,207.09,207.7,17836895
2025-03-26,207.96,208.82,204.68,205.59,19422394
2025-03-27,205.33,206.35,203.76,204.61,23960035
2025-03-28,204.54,204.58,199.38,200.45,26656150
2025-03-31,197.48,200.64,195.49,199.49,32250760
2025-04-01,198.99,201.23,196.66,199.51,26054120
2025-04-02,196.78,203.33,196.54,202.66,36603040
2025-04-03,193.11,195.0599,189.2,189.65,60551537
2025-04-04,182.61,184.05,176.67,181.19,92612780
2025-04-07,174.32,190.25,171.73,179.55,96706222
2025-04-08,185.69,185.92,172.34,174.82,61090556
2025-04-09,172.72,192.11,171.74,189.68,123015115
2025-04-10,184.52,185.48,176.98,181.71,67503008
2025-04-11,181.14,184.85,178.58,184.36,44954386
2025-04-14,187.81,187.97,183.05,186.67,35214609
2025-04-15,186.34,189.05,185.84,186.75,30715458
2025-04-16,185.7,186.73,182.56,184.97,35063316
2025-04-17,184.99,187.43,184.46,186.48,42359249
2025-04-21,185,185.29,180.765,182.74,26018999
2025-04-22,185.15,188.1,184.55,187.47,34477053
2025-04-23,192.92,195.51,189.84,190.25,44866133
2025-04-24,190.76,194.37,189.89,194.06,29820132
2025-04-25,192.72,194.26,191.55,194.12,25028968
2025-04-28,194.5,196.15,192.53,194.94,22482254
2025-04-29,194.455,196.86,193.01,196.09,20118155
2025-04-30,193.14,195.48,190.721,194.86,29046138
2025-05-01,195.71,197.67,193.74,196.07,33169717
2025-05-02,198.3,201.21,198.18,200.48,30201787
2025-05-05,198.57,200.5,198.08,198.94,20834208
2025-05-06,196.59,198.59,195.64,196.77,24642149
2025-05-07,198.1,198.56,196.04,197.42,24027152
2025-05-08,199.76,202.735,198.26,201.18,32646309
2025-05-09,201.54,202.28,199.96,200.81,17203045
2025-05-12,208.84,209.73,205.82,207.87,38207233
2025-05-13,208.93,209.61,207.96,208.63,28295839
2025-05-14,208.04,208.54,206.53,206.78,26316119
2025-05-15,206.58,208.19,205.39,208.13,21563654
2025-05-16,208.46,210.13,207.78,209.85,28906392
2025-05-19,206.8,209.09,206.26,208.97,25859569
2025-05-20,208.66,209.755,207.96,209.08,22053136
2025-05-21,206.63,207.61,202.84,203.21,36704354
2025-05-22,202.29,204.37,201.53,203.2,31831347
2025-05-23,199.78,203.255,199.65,202.56,29114602
2025-05-27,205.64,207.75,204.16,207.7,31655884
2025-05-28,207.71,208.03,205.2,205.51,26046664
2025-05-29,206.95,207.06,204.47,206.12,32797660
2025-05-30,205.14,206.245,203.54,205.07,37768909
2025-06-02,205.32,205.84,202.67,205.71,30334304
2025-06-03,206.46,209.605,205.55,209.03,37702195
2025-06-04,209.18,210.01,208.14,208.44,27225338
2025-06-05,208.7,209.83,207,208.53,35778310
2025-06-06,211.5,212.1284,210.6,211.9,32144457
2025-06-09,213.87,214.28,212.55,213.36,33984448
2025-06-10,214.46,215.43,213.81,214.51,30182222
2025-06-11,215.58,215.93,213.3,213.63,31113379
2025-06-12,212.17,213.265,211.63,212.78,25366979
2025-06-13,209.84,211.44,208.22,208.89,60579985
2025-06-16,210.48,211.95,209.64,210.77,28974028
2025-06-17,209.06,210.45,208.37,208.55,32843165
2025-06-18,208.44,211.39,207.78,209.65,42850532
2025-06-20,211.11,211.25,208.46,209.21,36978134
2025-06-23,208.48,211.78,206.81,211.77,35516436
2025-06-24,213.29,214.93,212.36,214.47,31772547
2025-06-25,214.655,214.73,211.89,211.97,27725576
2025-06-26,212.83,215.545,212.7,215.41,26261197
2025-06-27,216.05,217.405,214.125,215.48,47717340
2025-06-30,216.68,216.71,215.39,215.79,25558000
2025-07-01,214.62,220.525,214.1499,218.01,43864836
2025-07-02,218.37,221.095,217.36,221.03,35735202
2025-07-03,222.01,223.33,221.77,223.08,23515741
2025-07-07,221.57,222.82,218.41,219.73,41551196
2025-07-08,220.58,222.29,220.33,221.25,36339315
2025-07-09,222.57,223.69,221.115,223.65,32425152
2025-07-10,223.39,226.05,222.86,224.8,33865885
2025-07-11,223.17,223.54,221.5727,221.7,31579641
2025-07-14,221.37,223.335,221.06,223.19,24632248
2025-07-15,224.07,224.23,218.79,218.82,44215375
2025-07-16,220.22,221.365,216.91,221.02,48199763
2025-07-17,221.08,224.2,220.71,223.92,43548026
2025-07-18,225.29,225.36,221.98,222.33,49009884
2025-07-21,223.54,224.41,221.25,221.43,28191417
2025-07-22,221.62,223.81,220.66,223.27,30873278
2025-07-23,224.82,226.71,224.065,226.68,37478061
2025-07-24,225.515,225.8499,223.48,223.55,29446650
2025-07-25,224.42,224.595,222.54,224.38,24555538
2025-07-28,225.32,225.44,223.43,224.12,24934940
2025-07-29,225.61,225.69,222.055,222.69,28685904
2025-07-30,223.65,224.931,220.12,221.56,48924406
2025-07-31,220.455,222.02,218.88,219.39,42913929
2025-08-01,216.22,216.56,212.34,214.92,63854124
2025-08-04,216.55,219.74,216.08,219.73,34989623
2025-08-05,220.56,221.26,218.235,220.85,31337056
2025-08-06,220.95,220.99,219.38,220.56,23142100
2025-08-07,222.76,222.84,218.505,219.84,37088008
2025-08-08,221.07,221.57,219.74,220.32,28318098
2025-08-11,220.75,221.68,219.81,220.27,25212844
2025-08-12,221.85,226.975,221.15,226.81,43991900
2025-08-13,228.26,231.46,227.83,231.22,41705784
2025-08-14,228.44,228.8,226.17,228.24,55945507
2025-08-15,228.64,228.78,226.035,227.13,33571448
2025-08-18,227.21,228.46,226.94,227.96,20144107
2025-08-19,228.02,228.98,225.685,226.21,25000687
2025-08-20,225.93,226.375,223.69,225.41,29229749
2025-08-21,224.41,226.32,223.78,225.97,24539360
2025-08-22,227.345,235.42,227.18,234.83,58205537
2025-08-25,234.14,234.3,232.36,232.38,28290146
