timestamp,open,high,low,close,volume,vwap
2024-01-02 00:00:00,84.43,85.52,84.31,84.74,19650895,84.85666666666667
2024-01-03 00:00:00,84.87,86.425,84.44,86.12,18967999,85.66166666666668
2024-01-04 00:00:00,86.74,87.11,84.56,84.61,21024516,85.42666666666668
2024-01-05 00:00:00,85.42,85.46,84.2882,84.68,17014649,84.8094
2024-01-08 00:00:00,83.24,83.8,82.1025,83.7,23609342,83.20083333333334
2024-01-09 00:00:00,83.81,83.9,82.175,82.36,16875228,82.81166666666667
2024-01-10 00:00:00,82.52,82.5505,81.22,81.55,16579879,81.7735
2024-01-11 00:00:00,81.99,82.2,81.43,81.76,19294285,81.79666666666667
2024-01-12 00:00:00,83.02,83.345,82.18,82.68,19384595,82.735
2024-01-16 00:00:00,82.5,82.61,80.66,80.71,18015626,81.32666666666665
2024-01-17 00:00:00,79.88,80.84,79.7,80.04,19642135,80.19333333333334
2024-01-18 00:00:00,80.06,80.13,78.9823,79.91,17852797,79.6741
2024-01-19 00:00:00,79.87,80.18,79.59,80.17,19970105,79.98
2024-01-22 00:00:00,80,80.645,79.48,80.47,15068363,80.19833333333334
2024-01-23 00:00:00,80.34,81.29,80.22,80.64,12354612,80.71666666666665
2024-01-24 00:00:00,81.06,81.83,80.68,81.79,16920485,81.43333333333334
2024-01-25 00:00:00,82.37,83.66,81.88,83.63,18804724,83.05666666666666
2024-01-26 00:00:00,83.54,84.28,82.925,84.25,18234763,83.81833333333333
2024-01-29 00:00:00,84.12,84.25,83.25,84.13,14840315,83.87666666666667
2024-01-30 00:00:00,83.3,85.02,82.98,85,17670559,84.33333333333333
2024-01-31 00:00:00,85,85.16,83.37,83.41,19290372,83.98
