timestamp,open,high,low,close,volume,vwap
2024-01-02 00:00:00,20.35,21.49,20.35,21.34,2288762,21.060000000000002
2024-01-03 00:00:00,20.71,20.835,19.93,20.03,2066733,20.265
2024-01-04 00:00:00,20.07,21.02,19.98,20.53,1671294,20.51
2024-01-05 00:00:00,19.83,20.08,19.5785,19.77,1801579,19.8095
2024-01-08 00:00:00,21.26,21.56,21.02,21.03,1858365,21.203333333333333
2024-01-09 00:00:00,20.6,20.935,20.2584,20.55,1319883,20.58113333333333
2024-01-10 00:00:00,20.11,21.055,19.9,20.94,2057880,20.631666666666664
2024-01-11 00:00:00,19.98,20.63,19.69,20.35,2534264,20.223333333333333
2024-01-12 00:00:00,19.37,20.33,19.12,20.08,2978749,19.843333333333334
2024-01-16 00:00:00,20.1,20.62,20.014,20.59,1601284,20.408
2024-01-17 00:00:00,21.09,21.16,20.2884,20.3,2126906,20.582800000000002
2024-01-18 00:00:00,20.19,20.46,19.6715,19.85,1620952,19.993833333333335
2024-01-19 00:00:00,19.66,20.24,19.5109,19.96,1758894,19.903633333333335
2024-01-22 00:00:00,19.88,19.97,19.05,19.4,2222680,19.473333333333333
2024-01-23 00:00:00,19.62,19.69,19.14,19.43,1497217,19.419999999999998
2024-01-24 00:00:00,19.24,19.4216,18.82,18.99,2103933,19.0772
2024-01-25 00:00:00,18.56,18.78,18.12,18.22,2630378,18.373333333333335
2024-01-26 00:00:00,18.34,18.73,17.785,17.81,3319498,18.108333333333334
2024-01-29 00:00:00,18.12,18.51,18.09,18.23,1499099,18.276666666666667
2024-01-30 00:00:00,18.3,18.42,17.81,17.93,1845524,18.053333333333335
2024-01-31 00:00:00,18.12,18.89,18.112,18.8,2010772,18.600666666666665
