timestamp,open,high,low,close,volume,vwap
2010-01-04 00:00:00,40.4178,40.5588,40.3669,40.4951,72008920,40.4951
2010-01-05 00:00:00,40.4696,40.5677,40.274,40.4951,72138214,40.4951
2010-01-07 00:00:00,40.32,40.3708,40.0665,40.2856,88358815,40.2856
2010-01-08 00:00:00,40.1966,40.6136,40.0723,40.6136,101877063,40.6136
2010-01-11 00:00:00,40.6616,40.689,40.2377,40.4434,119982728,40.4434
2010-01-12 00:00:00,40.2083,40.2613,39.7227,39.9461,103920608,39.9461
2010-01-13 00:00:00,40.0616,40.5568,39.7873,40.4355,115384077,40.4355
2010-01-14 00:00:00,40.3737,40.5852,40.325,40.4696,86207595,40.4696
2010-01-15 00:00:00,40.5382,40.6077,39.8238,39.9988,145408142,39.9988
2010-01-19 00:00:00,40.1007,40.6938,40.0907,40.6498,96719267,40.6498
2010-01-20 00:00:00,40.3581,40.6528,39.6316,40.0616,166987807,40.0616
2010-01-21 00:00:00,40.1731,40.4355,39.521,39.6837,234915084,39.6837
2010-01-22 00:00:00,39.5544,39.6729,38.4199,38.5256,196128955,38.5256
2010-01-25 00:00:00,38.7616,38.9074,38.4914,38.6627,176765271,38.6627
2010-01-26 00:00:00,38.6177,39.1668,38.4316,38.6959,161400220,38.6959
2010-01-27 00:00:00,38.6254,39.1306,38.3953,38.9985,185267150,38.9985
2010-01-28 00:00:00,38.739,38.7626,37.7982,37.994,253800077,37.994
2010-01-29 00:00:00,38.3151,38.409,37.1973,37.3361,243081135,37.3361
2010-02-01 00:00:00,37.4254,37.7572,37.4076,37.7394,156847400,37.7394
2010-02-02 00:00:00,37.8081,38.1995,37.5456,38.084,126902078,38.084
2010-02-03 00:00:00,37.9028,38.3611,37.8864,38.2936,107262510,38.2936
2010-02-04 00:00:00,38.0096,38.089,37.1836,37.1836,173716140,37.1836
2010-02-05 00:00:00,37.2804,37.531,36.7498,37.4958,244854698,37.4958
2010-02-08 00:00:00,37.436,37.673,37.202,37.2284,108144013,37.2284
2010-02-09 00:00:00,37.673,37.9618,37.3078,37.6162,136340388,37.6162
2010-02-10 00:00:00,37.6142,37.7864,37.2979,37.532,107860585,37.532
2010-02-11 00:00:00,37.5456,38.2093,37.3108,38.1019,106641895,38.1019
2010-02-12 00:00:00,37.7581,38.2807,37.6524,38.1753,107679198,38.1753
2010-02-16 00:00:00,38.456,38.6959,38.2564,38.6725,96121306,38.6725
2010-02-17 00:00:00,38.8319,38.8788,38.6137,38.8788,94789727,38.8788
2010-02-18 00:00:00,38.8565,39.2031,38.78,39.1345,75361153,39.1345
2010-02-19 00:00:00,39.0236,39.3049,38.9281,39.115,92168890,39.115
2010-02-22 00:00:00,39.2666,39.2851,38.8731,39.0316,82589354,39.0316
2010-02-23 00:00:00,39.0044,39.0286,38.3405,38.5256,109831214,38.5256
2010-02-24 00:00:00,38.7272,39.0757,38.6695,38.9143,99257382,38.9143
2010-02-25 00:00:00,38.5069,38.9965,38.2368,38.9045,112291507,38.9045
2010-02-26 00:00:00,38.8995,39.1403,38.737,39.0515,75903230,39.0515
2010-03-01 00:00:00,39.2214,39.6817,39.2146,39.6134,88598654,39.6134
2010-03-02 00:00:00,39.7533,40.0017,39.6492,39.7366,87535783,39.7366
2010-03-03 00:00:00,39.8363,39.9754,39.6336,39.7813,75345966,39.7813
2010-03-04 00:00:00,39.812,39.9705,39.6115,39.9195,62429624,39.9195
2010-03-05 00:00:00,40.2123,40.6019,40.1223,40.5148,78098576,40.5148
2010-03-08 00:00:00,40.5344,40.6929,40.5168,40.5969,67293698,40.5969
2010-03-09 00:00:00,40.503,41.0454,40.4766,40.8183,112336458,40.8183
2010-03-10 00:00:00,40.8448,41.245,40.826,41.1492,117584775,41.1492
2010-03-11 00:00:00,41.0571,41.3115,40.9895,41.3115,77379097,41.3115
2010-03-12 00:00:00,41.4417,41.4673,41.0934,41.3204,73433578,41.3204
2010-03-15 00:00:00,41.2303,41.3361,40.9258,41.2117,68947248,41.2117
2010-03-16 00:00:00,41.3518,41.5398,41.2097,41.479,85898878,41.479
2010-03-17 00:00:00,41.5329,41.7893,41.4643,41.5866,86706006,41.5866
2010-03-18 00:00:00,41.6267,41.7765,41.5279,41.7324,89204473,41.7324
2010-03-19 00:00:00,41.8569,41.8824,41.3333,41.479,98844573,41.479
2010-03-22 00:00:00,41.3145,42.0232,41.2706,41.8569,82320068,41.8569
2010-03-23 00:00:00,41.9156,42.1847,41.7235,42.1438,67760845,42.1438
2010-03-24 00:00:00,42.0683,42.0683,41.8402,41.9352,72134474,41.9352
2010-03-25 00:00:00,42.2936,42.4511,41.8382,41.8824,87347145,41.8824
2010-03-26 00:00:00,42.0517,42.2045,41.6924,41.9195,89394043,41.9195
2010-03-29 00:00:00,42.134,42.271,42.0116,42.1251,66399786,42.1251
2010-03-30 00:00:00,42.2562,42.4079,41.9771,42.265,56599296,42.265
2010-03-31 00:00:00,42.132,42.3151,41.9821,42.0634,68639409,42.0634
2010-04-01 00:00:00,42.2336,42.5333,41.7404,42.0634,95868742,42.0634
2010-04-05 00:00:00,42.1572,42.55,42.0467,42.453,64371905,42.453
2010-04-06 00:00:00,42.363,42.7124,42.2632,42.5794,61936816,42.5794
2010-04-07 00:00:00,42.5147,42.6851,42.2436,42.4716,88405876,42.4716
2010-04-08 00:00:00,42.3531,42.6409,42.135,42.5705,78214721,42.5705
2010-04-09 00:00:00,42.5754,42.8358,42.4794,42.8183,62061945,42.8183
2010-04-12 00:00:00,42.8358,42.9688,42.7469,42.8522,50700791,42.8522
2010-04-13 00:00:00,42.8143,43.1087,42.6812,43.0818,67977022,43.0818
2010-04-14 00:00:00,43.2999,43.5982,43.2324,43.5888,79011890,43.5888
2010-04-15 00:00:00,43.5572,43.8343,43.5572,43.7864,82724258,43.7864
2010-04-16 00:00:00,43.6278,43.7746,42.9688,43.2575,145857169,43.2575
2010-04-19 00:00:00,43.1029,43.3695,42.7094,43.2324,112498131,43.2324
2010-04-20 00:00:00,43.4698,43.5682,43.1774,43.4556,79618399,43.4556
2010-04-21 00:00:00,43.749,43.8323,43.4251,43.6973,85584103,43.6973
2010-04-22 00:00:00,43.2724,43.981,43.02,43.9373,126501464,43.9373
2010-04-23 00:00:00,43.9333,44.1681,43.749,44.1269,88395130,44.1269
2010-04-26 00:00:00,44.1652,44.2347,43.9303,44.0282,77127952,44.0282
2010-04-27 00:00:00,43.845,44.0436,42.9746,43.0912,128945590,43.0912
2010-04-28 00:00:00,43.3125,43.3398,42.7741,43.1176,148952832,43.1176
2010-04-29 00:00:00,43.3665,43.9624,43.3312,43.8725,96374062,43.8725
2010-04-30 00:00:00,43.8518,43.9253,42.9727,43.0071,126965857,43.0071
2010-05-03 00:00:00,43.1892,43.8138,43.1725,43.6079,84925036,43.6079
2010-05-04 00:00:00,43.0818,43.0818,41.997,42.3032,161579971,42.3032
2010-05-05 00:00:00,41.853,42.3601,41.6064,42.0792,147199261,42.0792
2010-05-06 00:00:00,41.7952,42.2035,37.2451,40.6772,314104626,40.6772
2010-05-07 00:00:00,40.365,40.873,38.6763,39.6562,329995876,39.6562
2010-05-10 00:00:00,41.426,41.7502,41.3214,41.7226,155762354,41.7226
2010-05-11 00:00:00,41.3018,42.2612,41.2226,41.6777,129402122,41.6777
2010-05-12 00:00:00,41.9048,42.4972,41.8333,42.4629,97853476,42.4629
2010-05-13 00:00:00,42.2816,42.6156,41.6894,41.7943,117748266,41.7943
2010-05-14 00:00:00,41.478,41.5025,40.507,40.9915,168746361,40.9915
2010-05-17 00:00:00,41.0698,41.29,40.2436,41.1225,138491391,41.1225
2010-05-18 00:00:00,41.4673,41.5545,40.3679,40.5519,175260589,40.5519
2010-05-19 00:00:00,40.4042,40.7282,39.7823,40.2329,182040869,40.2329
2010-05-20 00:00:00,39.4487,39.5526,38.6558,38.738,216708934,38.738
2010-05-21 00:00:00,38.1272,39.8559,37.9765,39.1609,218290187,39.1609
2010-05-24 00:00:00,39.149,39.5915,38.9888,39.0063,129421189,39.0063
2010-05-25 00:00:00,38.1515,39.0962,37.76,39.0416,178197542,39.0416
2010-05-26 00:00:00,39.3118,39.7992,38.5354,38.6068,160524318,38.6068
2010-05-27 00:00:00,39.4791,40.0773,39.3792,40.0616,126720789,40.0616
2010-05-28 00:00:00,40.134,40.1682,39.482,39.8286,147161830,39.8286
2010-06-01 00:00:00,39.6778,40.3954,39.4212,39.4645,119347013,39.4645
